,ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,POBTOT,POBMAS,POBFEM,REL_H_M,P_18YMAS,P_60YMAS,P_0A2,P_3A5,P_6A11,P_12A14,P_15A17,P_18A24,PEA,PE_INAC,POCUPADA,PDESOCUP,PSINDER,PDER_SS,TVIVHAB,VIVPAR_HAB,PROM_OCUP,GRAPROES,CVE_ENT,Entidad federativa,CVE_MUN,Nombre del municipio,CVE_LOC,Nombre de la localidad,Folio de la AGEB,Población total ,Viviendas particulares habitadas,Población de 15 años y más con educación básica incompleta,Población de 15 a 24 años que no asiste a la escuela,Población sin derechohabiencia a servicios de salud,Personas que viven en hacinamiento,Viviendas que no disponen de excusado o sanitario,Viviendas que no disponen de lavadora,Viviendas que no disponen de refrigerador,Viviendas que no disponen de teléfono fijo,Población de 15 años o más analfabeta,Población de 6 a 14 años que no asiste a la escuela,Viviendas con piso de tierra,Viviendas que no disponen de agua entubada de la red pública,Viviendas que no disponen de drenaje,Viviendas que no disponen de energía eléctrica,Grado de rezago social (clases latentes) 
5724,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1233,0,9044,4267,4777,89,6501,984,378,442,794,373,390,1063,4442,2764,4286,156,2741,6076,2794,2739,3,11,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011233,9044.0,2739.0,24.3,50.9,30.3,2.7,1.1,23.4,9.2,29.4,1.4,2.4,0.0,0.1,0.4,0.1,Bajo
5725,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1248,0,6183,2878,3305,87,4635,949,233,232,514,221,237,678,3043,1999,2870,173,2097,3908,1923,1886,3,10,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011248,6183.0,1886.0,25.6,46.8,33.9,2.1,1.8,28.2,10.1,27.8,1.5,3.0,0.1,0.1,0.1,0.1,Bajo
5726,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1252,0,5598,2621,2977,88,4233,881,184,209,457,201,278,595,2654,1939,2516,138,1988,3447,1655,1646,3,11,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011252,5598.0,1646.0,24.3,43.3,35.5,2.7,2.1,26.9,11.3,28.6,1.7,3.5,0.4,0.1,0.0,0.2,Bajo
5727,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1267,0,3811,1784,2027,88,2876,609,119,136,289,152,169,414,1844,1295,1757,87,1400,2274,1207,1185,3,11,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011267,3811.0,1185.0,23.7,44.1,36.7,1.5,1.9,28.6,11.8,29.5,1.7,2.7,0.7,0.2,0.0,0.2,Bajo
5728,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1271,0,1894,880,1014,87,1487,297,50,69,122,82,72,217,992,629,937,55,649,1211,628,624,3,12,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011271,1894.0,624.0,15.2,38.4,34.3,2.8,3.8,25.2,9.3,21.8,1.0,4.4,0.0,0.0,0.5,0.2,Bajo
5729,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1286,0,1483,694,789,88,1163,294,45,46,91,46,61,135,733,519,706,27,470,972,471,461,3,12,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011286,1483.0,461.0,17.8,41.3,31.7,0.7,2.6,22.6,6.1,19.7,1.6,0.7,0.0,0.0,0.0,0.2,Bajo
5730,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1290,0,5307,2538,2769,92,3950,688,196,192,395,219,257,663,2565,1816,2458,107,1569,3598,1472,1440,4,10,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011290,5307.0,1440.0,26.4,47.0,29.6,2.5,2.1,23.2,8.4,27.2,2.1,3.3,0.4,0.3,0.1,0.0,Bajo
5731,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1303,0,2177,1038,1139,91,1786,395,55,31,76,53,54,202,1278,602,1227,51,560,1484,903,862,2,14,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011303,2177.0,862.0,9.3,36.7,25.7,1.1,1.4,22.3,4.1,15.0,0.8,3.9,0.1,0.0,0.0,0.0,Bajo
5732,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1318,0,2916,1341,1575,85,2322,518,67,59,97,76,72,254,1670,750,1621,49,751,1893,1164,1089,2,14,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011318,2916.0,1089.0,8.9,37.4,25.8,0.7,2.4,20.4,4.3,15.7,0.8,2.9,0.2,0.3,0.0,0.1,Bajo
5733,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1322,0,1488,699,789,89,1176,248,36,24,52,29,25,106,836,363,805,31,373,947,625,577,2,14,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011322,1488.0,577.0,7.1,29.8,25.1,0.5,4.7,17.2,5.0,15.8,0.5,1.2,1.6,0.0,0.0,0.0,Bajo
5734,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1337,0,1855,874,981,89,1436,274,49,36,83,39,29,135,1024,447,999,25,496,1145,760,698,2,14,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011337,1855.0,698.0,9.1,35.4,26.7,0.6,3.6,21.2,5.0,16.2,0.4,3.3,0.1,0.0,0.1,0.1,Bajo
5735,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1341,0,4138,1997,2141,93,3297,560,125,102,143,70,76,316,2513,858,2443,70,921,2828,1783,1676,2,14,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011341,4138.0,1676.0,8.1,38.0,22.3,0.4,3.5,16.8,5.1,14.1,0.3,6.6,0.1,0.1,0.0,0.0,Bajo
5736,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1356,0,3176,1508,1668,90,2601,559,67,73,154,62,74,298,1836,825,1768,68,942,2015,1305,1257,2,13,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011356,3176.0,1257.0,10.5,36.3,29.7,1.2,1.9,27.8,5.6,21.2,0.6,2.8,0.2,0.0,0.2,0.0,Bajo
5737,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1360,0,1830,857,973,88,1454,302,43,42,81,54,68,190,1014,545,955,59,573,1155,692,662,3,13,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011360,1830.0,662.0,10.8,32.6,31.3,1.5,1.4,20.7,4.4,14.5,0.8,0.0,0.6,0.2,0.0,0.0,Bajo
5738,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1375,0,3332,1564,1768,88,2693,598,71,68,159,87,106,323,1770,1038,1696,74,991,2105,1232,1182,3,13,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011375,3332.0,1182.0,11.8,36.1,29.7,0.5,4.3,27.8,7.2,21.3,0.7,4.5,0.6,0.2,0.0,0.1,Bajo
5739,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,138A,0,630,282,348,81,521,142,8,12,36,18,20,51,295,254,278,17,148,455,262,257,2,13,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,090150001138A,630.0,257.0,8.1,35.2,23.5,0.0,1.9,26.8,3.5,9.3,1.3,3.7,0.0,0.0,0.0,0.0,Bajo
5740,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1394,0,5230,2489,2741,91,3651,504,234,250,474,228,246,649,2704,1397,2592,112,1766,3296,1529,1481,3,10,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011394,5230.0,1481.0,26.1,56.6,33.8,4.8,0.9,27.1,9.2,34.1,1.8,4.6,0.5,0.1,0.0,0.2,Bajo
5741,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1407,0,2388,1072,1316,81,1820,397,83,80,169,79,109,252,1177,795,1127,50,847,1465,761,745,3,11,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011407,2388.0,745.0,20.2,44.3,35.5,2.2,1.5,27.9,7.2,25.2,1.1,2.8,0.1,0.0,0.0,0.0,Bajo
5742,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1411,0,2084,979,1105,89,1685,368,30,54,86,44,52,202,1169,588,1137,32,571,1355,792,748,3,14,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011411,2084.0,748.0,8.3,32.7,27.4,0.8,2.1,23.0,4.0,17.4,0.6,0.8,0.3,0.1,0.0,0.0,Bajo
5743,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1426,0,1472,720,752,96,1187,200,34,22,55,22,28,154,869,358,859,10,368,968,579,538,3,14,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011426,1472.0,538.0,7.1,37.9,25.0,0.6,3.7,18.8,5.4,17.5,0.4,7.8,0.2,0.4,0.0,0.0,Bajo
5744,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1430,0,1102,499,603,83,924,131,29,26,29,19,18,110,722,225,701,21,257,774,496,477,2,14,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011430,1102.0,477.0,7.4,45.3,23.3,0.6,1.5,24.9,5.9,21.2,0.0,4.2,0.2,0.0,0.0,0.0,Bajo
5745,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1445,0,1683,808,875,92,1354,272,34,32,80,41,34,135,949,471,919,30,428,1140,671,634,2,14,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011445,1683.0,634.0,9.4,31.4,25.4,0.6,2.8,21.6,4.3,15.1,0.9,6.6,0.0,0.0,0.0,0.2,Bajo
5746,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,145A,0,3076,1385,1691,82,2407,532,67,85,144,79,81,270,1647,879,1543,104,818,1997,1170,1098,3,13,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,090150001145A,3076.0,1098.0,10.7,32.8,26.6,1.0,1.8,23.7,4.3,16.0,0.4,3.1,0.3,0.1,0.0,0.0,Bajo
5747,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1464,0,2546,1189,1357,88,2045,413,68,65,135,57,62,222,1480,642,1378,102,623,1768,1022,983,2,14,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011464,2546.0,983.0,8.3,39.4,24.5,0.1,1.4,28.9,5.0,22.6,0.5,5.7,0.2,0.1,0.0,0.0,Bajo
5748,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1479,0,2583,1209,1374,88,2133,445,64,59,152,63,69,274,1341,815,1297,44,743,1689,949,935,3,13,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011479,2583.0,935.0,11.1,39.4,28.8,0.6,6.8,23.6,10.6,23.4,1.3,4.2,0.0,0.3,0.0,0.0,Bajo
5749,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1483,0,5041,2390,2651,90,3568,522,202,231,466,226,239,628,2438,1567,2293,145,1645,3255,1504,1468,3,10,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011483,5041.0,1468.0,26.0,54.8,32.6,1.9,0.7,27.8,9.8,30.8,1.9,3.5,0.1,0.0,0.0,0.1,Bajo
5750,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1498,0,5556,2549,3007,85,4277,849,178,210,357,193,210,587,2923,1737,2801,122,1604,3806,1905,1862,3,12,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011498,5556.0,1862.0,16.7,41.8,28.9,1.3,0.6,21.2,6.0,22.9,1.3,2.9,0.3,0.3,0.1,0.0,Bajo
5751,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1500,0,2904,1334,1570,85,2280,507,89,92,160,90,87,296,1475,941,1390,85,845,1925,1000,965,3,12,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011500,2904.0,965.0,13.4,35.0,29.1,0.9,0.8,21.1,6.4,17.9,0.5,2.8,0.2,0.0,0.0,0.1,Bajo
5752,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1515,0,3656,1699,1957,87,2822,634,96,122,285,144,138,387,1761,1327,1701,60,1173,2420,1125,1107,3,11,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011515,3656.0,1107.0,21.0,43.4,32.1,3.4,1.4,22.9,6.6,22.3,1.3,3.3,0.8,0.1,0.1,0.0,Bajo
5753,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,152A,0,3512,1666,1846,90,2655,459,117,139,284,145,151,438,1726,1213,1665,61,1280,2202,1060,1050,3,11,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,090150001152A,3512.0,1050.0,22.7,49.2,36.4,4.6,2.0,21.9,6.5,25.7,1.7,2.8,0.5,0.2,1.2,0.0,Bajo
5754,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1534,0,3036,1441,1595,90,2288,392,87,120,239,106,118,310,1487,917,1396,91,807,2030,1017,992,3,12,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011534,3036.0,992.0,15.5,34.6,26.6,1.7,6.4,22.2,11.4,22.7,1.2,1.4,0.1,0.9,0.1,0.1,Bajo
5755,9,Distrito Federal,15,Cuauhtémoc,1,Total AGEB urbana,1549,0,2952,1357,1595,85,2325,519,82,93,159,82,100,329,1439,952,1344,95,748,1963,1035,998,3,13,9,Distrito Federal,15.0,Cuauhtémoc,1.0,CUAUHTÉMOC,0901500011549,2952.0,998.0,11.1,40.3,25.3,0.2,4.6,21.3,8.2,16.0,0.8,2.5,0.0,0.2,0.0,0.0,Bajo
5756,9,Distrito Federal,16,Miguel Hidalgo,1,Total AGEB urbana,004A,0,7302,3510,3792,93,5200,795,305,357,670,291,343,814,3395,2409,3204,191,2185,4966,2085,2040,4,10,9,Distrito Federal,16.0,Miguel Hidalgo,1.0,MIGUEL HIDALGO,090160001004A,7302.0,2040.0,25.5,49.4,29.9,3.6,2.6,21.6,9.1,31.9,1.4,3.0,1.6,0.3,0.0,0.0,Bajo
5757,9,Distrito Federal,16,Miguel Hidalgo,1,Total AGEB urbana,004A,0,7302,3510,3792,93,5200,795,305,357,670,291,343,814,3395,2409,3204,191,2185,4966,2085,2040,4,10,15,México,18.0,Calimaya,3.0,SAN ANDRÉS OCOTLÁN,150180003004A,5388.0,1221.0,29.8,55.2,47.8,8.0,1.3,39.8,32.8,61.9,3.2,2.2,2.4,1.5,0.6,0.2,Bajo
5758,9,Distrito Federal,16,Miguel Hidalgo,1,Total AGEB urbana,004A,0,7302,3510,3792,93,5200,795,305,357,670,291,343,814,3395,2409,3204,191,2185,4966,2085,2040,4,10,15,México,23.0,Coyotepec,1.0,COYOTEPEC,150230001004A,1363.0,289.0,32.5,62.8,36.8,6.6,1.0,36.3,21.1,73.0,3.3,2.3,5.2,5.5,0.3,0.0,Bajo
5759,9,Distrito Federal,16,Miguel Hidalgo,1,Total AGEB urbana,004A,0,7302,3510,3792,93,5200,795,305,357,670,291,343,814,3395,2409,3204,191,2185,4966,2085,2040,4,10,15,México,44.0,Jaltenco,1.0,JALTENCO,150440001004A,4275.0,968.0,34.4,57.7,41.1,5.3,1.0,33.4,16.9,59.2,1.7,2.3,1.8,18.5,0.6,0.1,Bajo
5760,9,Distrito Federal,16,Miguel Hidalgo,1,Total AGEB urbana,004A,0,7302,3510,3792,93,5200,795,305,357,670,291,343,814,3395,2409,3204,191,2185,4966,2085,2040,4,10,15,México,70.0,La Paz,1.0,LOS REYES ACAQUILPAN,150700001004A,4248.0,1027.0,35.6,55.6,45.1,9.2,0.4,38.1,15.6,43.3,2.6,5.6,2.0,1.4,0.1,0.1,Bajo
5761,9,Distrito Federal,16,Miguel Hidalgo,1,Total AGEB urbana,004A,0,7302,3510,3792,93,5200,795,305,357,670,291,343,814,3395,2409,3204,191,2185,4966,2085,2040,4,10,15,México,91.0,Teoloyucán,1.0,TEOLOYUCAN,150910001004A,7490.0,1758.0,30.8,57.7,49.1,4.7,2.0,26.1,16.8,61.3,3.0,4.5,2.8,2.4,10.1,0.2,Bajo
5762,9,Distrito Federal,16,Miguel Hidalgo,1,Total AGEB urbana,004A,0,7302,3510,3792,93,5200,795,305,357,670,291,343,814,3395,2409,3204,191,2185,4966,2085,2040,4,10,15,México,104.0,Tlalnepantla de Baz,1.0,TLALNEPANTLA,151040001004A,4196.0,1128.0,31.8,55.5,30.0,5.0,1.1,26.4,13.0,38.4,4.2,4.6,0.4,0.1,0.0,0.2,Bajo
5763,9,Distrito Federal,16,Miguel Hidalgo,1,Total AGEB urbana,004A,0,7302,3510,3792,93,5200,795,305,357,670,291,343,814,3395,2409,3204,191,2185,4966,2085,2040,4,10,15,México,125.0,Tonanitla,1.0,SANTA MARÍA TONANITLA,151250001004A,929.0,221.0,33.1,58.4,43.7,11.8,2.7,40.7,31.7,65.6,3.0,1.6,1.4,20.8,9.0,1.8,Medio
5764,15,México,18,Calimaya,3,Total AGEB urbana,004A,0,5388,2685,2703,99,3457,407,297,301,668,318,335,694,2090,2004,2002,88,2573,2801,1225,1221,4,9,9,Distrito Federal,16.0,Miguel Hidalgo,1.0,MIGUEL HIDALGO,090160001004A,7302.0,2040.0,25.5,49.4,29.9,3.6,2.6,21.6,9.1,31.9,1.4,3.0,1.6,0.3,0.0,0.0,Bajo
5765,15,México,18,Calimaya,3,Total AGEB urbana,004A,0,5388,2685,2703,99,3457,407,297,301,668,318,335,694,2090,2004,2002,88,2573,2801,1225,1221,4,9,15,México,18.0,Calimaya,3.0,SAN ANDRÉS OCOTLÁN,150180003004A,5388.0,1221.0,29.8,55.2,47.8,8.0,1.3,39.8,32.8,61.9,3.2,2.2,2.4,1.5,0.6,0.2,Bajo
5766,15,México,18,Calimaya,3,Total AGEB urbana,004A,0,5388,2685,2703,99,3457,407,297,301,668,318,335,694,2090,2004,2002,88,2573,2801,1225,1221,4,9,15,México,23.0,Coyotepec,1.0,COYOTEPEC,150230001004A,1363.0,289.0,32.5,62.8,36.8,6.6,1.0,36.3,21.1,73.0,3.3,2.3,5.2,5.5,0.3,0.0,Bajo
5767,15,México,18,Calimaya,3,Total AGEB urbana,004A,0,5388,2685,2703,99,3457,407,297,301,668,318,335,694,2090,2004,2002,88,2573,2801,1225,1221,4,9,15,México,44.0,Jaltenco,1.0,JALTENCO,150440001004A,4275.0,968.0,34.4,57.7,41.1,5.3,1.0,33.4,16.9,59.2,1.7,2.3,1.8,18.5,0.6,0.1,Bajo
5768,15,México,18,Calimaya,3,Total AGEB urbana,004A,0,5388,2685,2703,99,3457,407,297,301,668,318,335,694,2090,2004,2002,88,2573,2801,1225,1221,4,9,15,México,70.0,La Paz,1.0,LOS REYES ACAQUILPAN,150700001004A,4248.0,1027.0,35.6,55.6,45.1,9.2,0.4,38.1,15.6,43.3,2.6,5.6,2.0,1.4,0.1,0.1,Bajo
5769,15,México,18,Calimaya,3,Total AGEB urbana,004A,0,5388,2685,2703,99,3457,407,297,301,668,318,335,694,2090,2004,2002,88,2573,2801,1225,1221,4,9,15,México,91.0,Teoloyucán,1.0,TEOLOYUCAN,150910001004A,7490.0,1758.0,30.8,57.7,49.1,4.7,2.0,26.1,16.8,61.3,3.0,4.5,2.8,2.4,10.1,0.2,Bajo
5770,15,México,18,Calimaya,3,Total AGEB urbana,004A,0,5388,2685,2703,99,3457,407,297,301,668,318,335,694,2090,2004,2002,88,2573,2801,1225,1221,4,9,15,México,104.0,Tlalnepantla de Baz,1.0,TLALNEPANTLA,151040001004A,4196.0,1128.0,31.8,55.5,30.0,5.0,1.1,26.4,13.0,38.4,4.2,4.6,0.4,0.1,0.0,0.2,Bajo
5771,15,México,18,Calimaya,3,Total AGEB urbana,004A,0,5388,2685,2703,99,3457,407,297,301,668,318,335,694,2090,2004,2002,88,2573,2801,1225,1221,4,9,15,México,125.0,Tonanitla,1.0,SANTA MARÍA TONANITLA,151250001004A,929.0,221.0,33.1,58.4,43.7,11.8,2.7,40.7,31.7,65.6,3.0,1.6,1.4,20.8,9.0,1.8,Medio
5772,15,México,23,Coyotepec,1,Total AGEB urbana,004A,0,1363,663,700,95,778,69,89,103,187,75,73,188,444,482,424,20,502,803,308,289,5,9,9,Distrito Federal,16.0,Miguel Hidalgo,1.0,MIGUEL HIDALGO,090160001004A,7302.0,2040.0,25.5,49.4,29.9,3.6,2.6,21.6,9.1,31.9,1.4,3.0,1.6,0.3,0.0,0.0,Bajo
5773,15,México,23,Coyotepec,1,Total AGEB urbana,004A,0,1363,663,700,95,778,69,89,103,187,75,73,188,444,482,424,20,502,803,308,289,5,9,15,México,18.0,Calimaya,3.0,SAN ANDRÉS OCOTLÁN,150180003004A,5388.0,1221.0,29.8,55.2,47.8,8.0,1.3,39.8,32.8,61.9,3.2,2.2,2.4,1.5,0.6,0.2,Bajo
5774,15,México,23,Coyotepec,1,Total AGEB urbana,004A,0,1363,663,700,95,778,69,89,103,187,75,73,188,444,482,424,20,502,803,308,289,5,9,15,México,23.0,Coyotepec,1.0,COYOTEPEC,150230001004A,1363.0,289.0,32.5,62.8,36.8,6.6,1.0,36.3,21.1,73.0,3.3,2.3,5.2,5.5,0.3,0.0,Bajo
5775,15,México,23,Coyotepec,1,Total AGEB urbana,004A,0,1363,663,700,95,778,69,89,103,187,75,73,188,444,482,424,20,502,803,308,289,5,9,15,México,44.0,Jaltenco,1.0,JALTENCO,150440001004A,4275.0,968.0,34.4,57.7,41.1,5.3,1.0,33.4,16.9,59.2,1.7,2.3,1.8,18.5,0.6,0.1,Bajo
5776,15,México,23,Coyotepec,1,Total AGEB urbana,004A,0,1363,663,700,95,778,69,89,103,187,75,73,188,444,482,424,20,502,803,308,289,5,9,15,México,70.0,La Paz,1.0,LOS REYES ACAQUILPAN,150700001004A,4248.0,1027.0,35.6,55.6,45.1,9.2,0.4,38.1,15.6,43.3,2.6,5.6,2.0,1.4,0.1,0.1,Bajo
5777,15,México,23,Coyotepec,1,Total AGEB urbana,004A,0,1363,663,700,95,778,69,89,103,187,75,73,188,444,482,424,20,502,803,308,289,5,9,15,México,91.0,Teoloyucán,1.0,TEOLOYUCAN,150910001004A,7490.0,1758.0,30.8,57.7,49.1,4.7,2.0,26.1,16.8,61.3,3.0,4.5,2.8,2.4,10.1,0.2,Bajo
5778,15,México,23,Coyotepec,1,Total AGEB urbana,004A,0,1363,663,700,95,778,69,89,103,187,75,73,188,444,482,424,20,502,803,308,289,5,9,15,México,104.0,Tlalnepantla de Baz,1.0,TLALNEPANTLA,151040001004A,4196.0,1128.0,31.8,55.5,30.0,5.0,1.1,26.4,13.0,38.4,4.2,4.6,0.4,0.1,0.0,0.2,Bajo
5779,15,México,23,Coyotepec,1,Total AGEB urbana,004A,0,1363,663,700,95,778,69,89,103,187,75,73,188,444,482,424,20,502,803,308,289,5,9,15,México,125.0,Tonanitla,1.0,SANTA MARÍA TONANITLA,151250001004A,929.0,221.0,33.1,58.4,43.7,11.8,2.7,40.7,31.7,65.6,3.0,1.6,1.4,20.8,9.0,1.8,Medio
5780,15,México,44,Jaltenco,1,Total AGEB urbana,004A,0,4275,2083,2192,95,2762,335,248,295,530,205,214,521,1708,1459,1653,55,1756,2497,973,968,4,9,9,Distrito Federal,16.0,Miguel Hidalgo,1.0,MIGUEL HIDALGO,090160001004A,7302.0,2040.0,25.5,49.4,29.9,3.6,2.6,21.6,9.1,31.9,1.4,3.0,1.6,0.3,0.0,0.0,Bajo
5781,15,México,44,Jaltenco,1,Total AGEB urbana,004A,0,4275,2083,2192,95,2762,335,248,295,530,205,214,521,1708,1459,1653,55,1756,2497,973,968,4,9,15,México,18.0,Calimaya,3.0,SAN ANDRÉS OCOTLÁN,150180003004A,5388.0,1221.0,29.8,55.2,47.8,8.0,1.3,39.8,32.8,61.9,3.2,2.2,2.4,1.5,0.6,0.2,Bajo
5782,15,México,44,Jaltenco,1,Total AGEB urbana,004A,0,4275,2083,2192,95,2762,335,248,295,530,205,214,521,1708,1459,1653,55,1756,2497,973,968,4,9,15,México,23.0,Coyotepec,1.0,COYOTEPEC,150230001004A,1363.0,289.0,32.5,62.8,36.8,6.6,1.0,36.3,21.1,73.0,3.3,2.3,5.2,5.5,0.3,0.0,Bajo
5783,15,México,44,Jaltenco,1,Total AGEB urbana,004A,0,4275,2083,2192,95,2762,335,248,295,530,205,214,521,1708,1459,1653,55,1756,2497,973,968,4,9,15,México,44.0,Jaltenco,1.0,JALTENCO,150440001004A,4275.0,968.0,34.4,57.7,41.1,5.3,1.0,33.4,16.9,59.2,1.7,2.3,1.8,18.5,0.6,0.1,Bajo
5784,15,México,44,Jaltenco,1,Total AGEB urbana,004A,0,4275,2083,2192,95,2762,335,248,295,530,205,214,521,1708,1459,1653,55,1756,2497,973,968,4,9,15,México,70.0,La Paz,1.0,LOS REYES ACAQUILPAN,150700001004A,4248.0,1027.0,35.6,55.6,45.1,9.2,0.4,38.1,15.6,43.3,2.6,5.6,2.0,1.4,0.1,0.1,Bajo
5785,15,México,44,Jaltenco,1,Total AGEB urbana,004A,0,4275,2083,2192,95,2762,335,248,295,530,205,214,521,1708,1459,1653,55,1756,2497,973,968,4,9,15,México,91.0,Teoloyucán,1.0,TEOLOYUCAN,150910001004A,7490.0,1758.0,30.8,57.7,49.1,4.7,2.0,26.1,16.8,61.3,3.0,4.5,2.8,2.4,10.1,0.2,Bajo
5786,15,México,44,Jaltenco,1,Total AGEB urbana,004A,0,4275,2083,2192,95,2762,335,248,295,530,205,214,521,1708,1459,1653,55,1756,2497,973,968,4,9,15,México,104.0,Tlalnepantla de Baz,1.0,TLALNEPANTLA,151040001004A,4196.0,1128.0,31.8,55.5,30.0,5.0,1.1,26.4,13.0,38.4,4.2,4.6,0.4,0.1,0.0,0.2,Bajo
5787,15,México,44,Jaltenco,1,Total AGEB urbana,004A,0,4275,2083,2192,95,2762,335,248,295,530,205,214,521,1708,1459,1653,55,1756,2497,973,968,4,9,15,México,125.0,Tonanitla,1.0,SANTA MARÍA TONANITLA,151250001004A,929.0,221.0,33.1,58.4,43.7,11.8,2.7,40.7,31.7,65.6,3.0,1.6,1.4,20.8,9.0,1.8,Medio
5788,15,México,70,La Paz,1,Total AGEB urbana,004A,0,4248,2016,2232,90,2904,377,225,225,432,210,252,574,1885,1477,1814,71,1916,2326,1029,1027,4,9,9,Distrito Federal,16.0,Miguel Hidalgo,1.0,MIGUEL HIDALGO,090160001004A,7302.0,2040.0,25.5,49.4,29.9,3.6,2.6,21.6,9.1,31.9,1.4,3.0,1.6,0.3,0.0,0.0,Bajo
5789,15,México,70,La Paz,1,Total AGEB urbana,004A,0,4248,2016,2232,90,2904,377,225,225,432,210,252,574,1885,1477,1814,71,1916,2326,1029,1027,4,9,15,México,18.0,Calimaya,3.0,SAN ANDRÉS OCOTLÁN,150180003004A,5388.0,1221.0,29.8,55.2,47.8,8.0,1.3,39.8,32.8,61.9,3.2,2.2,2.4,1.5,0.6,0.2,Bajo
